run_id,fold,held_out_user,validation_user,n_train_windows,n_test_windows,trials_used,position_accuracy,macro_f1,room_accuracy,mean_distance_error,median_distance_error,rmse_distance_error,p90_distance_error,majority_position_accuracy,majority_room_accuracy,fit_seconds,predict_seconds,wall_seconds,parameter_count,best_val_accuracy,best_epoch,mean_seconds_per_epoch,samples,stopped_epoch,patience_triggered,model,dataset
dl__cnn_room__fusion__lovo__ebl-session__s44__5ccebc,03,03,02,7303,1586,01,0.1311475409836065,0.084728861355821,0.7761664564943254,3.263508930067016,3.0,4.099718564449553,6.708203932499369,0.019546027742749,0.650063051702396,22.714981847908348,1.3366691539995372,24.051651001907885,195636.0,0.072289156626506,6.0,1.0810998297252117,1586.0,21.0,True,,
dl__cnn_room__fusion__lovo__ebl-session__s44__5ccebc,04,04,03,7330,1559,01,0.1321359846055163,0.1081514550076869,0.7408595253367544,3.5025841803589595,3.0,4.51744533776897,8.06225774829855,0.0198845413726747,0.6555484284797948,20.66297631105408,1.5810669288039207,22.244043239858,195636.0,0.1544766708701135,4.0,1.0870285635863088,1559.0,19.0,True,,
dl__cnn_room__fusion__lovo__ebl-session__s44__5ccebc,05,05,04,7403,1486,01,0.1561238223418573,0.1259764083830905,0.6372812920592194,4.029977016487725,2.8284271247461903,5.58688861180352,10.885164807134505,0.0188425302826379,0.652086137281292,24.491692990995944,1.6900473618879914,26.18174035288393,195636.0,0.1462475946119307,7.0,1.1124393742700869,1486.0,22.0,True,,
dl__cnn_room__fusion__lovo__ebl-session__s44__5ccebc,06,06,05,7600,1289,01,0.0977501939487975,0.0887266882396742,0.8231186966640807,3.552068273565601,2.8284271247461903,4.655885436834862,7.224904018598489,0.0224980605120248,0.6718386346004654,37.27572737401351,1.398598856991157,38.67432623100467,195636.0,0.2617765814266487,20.0,1.06433346089907,1289.0,35.0,True,,
ml__rf__2_4ghz__lovo__ebl-session__s42__447058,01,01,,7336,1570,01,0.1617834394904458,0.1243298501205223,0.5312101910828025,4.114642147017476,3.605551275463989,5.35765420671455,9.219544457292889,0.0210191082802547,0.6490445859872611,,,,,,,,1570.0,,,RF,2.4 GHz
ml__rf__2_4ghz__lovo__ebl-session__s42__447058,02,02,,7492,1414,01,0.1145685997171145,0.0836704451293561,0.5155586987270155,4.344459757801844,4.0,5.387003061090463,9.055385138137416,0.0198019801980198,0.6301272984441302,,,,,,,,1414.0,,,RF,2.4 GHz
ml__rf__2_4ghz__lovo__ebl-session__s42__447058,03,03,,7319,1587,01,0.1373660995589161,0.0992383579739534,0.5141776937618148,4.171601356903104,3.1622776601683795,5.366645336484594,9.219544457292889,0.0195337114051669,0.649653434152489,,,,,,,,1587.0,,,RF,2.4 GHz
ml__rf__2_4ghz__lovo__ebl-session__s42__447058,04,04,,7346,1560,01,0.2173076923076923,0.1715422420544586,0.6897435897435897,3.808453162708192,2.0,5.532653649945604,11.04536101718726,0.0205128205128205,0.6557692307692308,,,,,,,,1560.0,,,RF,2.4 GHz
ml__rf__2_4ghz__lovo__ebl-session__s42__447058,05,05,,7420,1486,01,0.2631224764468372,0.2372182326062315,0.6251682368775235,3.79519739554168,3.0,5.318458676326257,10.0,0.0208613728129205,0.652086137281292,,,,,,,,1486.0,,,RF,2.4 GHz
ml__rf__2_4ghz__lovo__ebl-session__s42__447058,06,06,,7617,1289,01,0.1481768813033359,0.1163373882716391,0.630721489526765,3.677638787001852,3.1622776601683795,4.6749252720719445,7.615773105863909,0.0224980605120248,0.6718386346004654,,,,,,,,1289.0,,,RF,2.4 GHz
