class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,validation_position_accuracy,fit_seconds,predict_seconds
balanced,20.0,log2,1,10,300,0.7007481296758105,1.6069826469756663,0.0797821949236095
balanced,20.0,log2,1,10,500,0.7082294264339152,2.6142893120413646,0.11195243301335722
balanced,20.0,log2,1,10,800,0.71571072319202,4.1961848409846425,0.16175495099741966
balanced,20.0,log2,2,2,200,0.7082294264339152,1.127602858003229,0.05939562700223178
balanced,20.0,log2,2,2,300,0.7206982543640897,1.6488542360020801,0.06856652698479593
balanced,20.0,log2,2,2,500,0.7182044887780549,2.6979225799441338,0.10952470195479691
balanced,20.0,log2,2,2,800,0.7107231920199502,4.302547930041328,0.16208869696129113
balanced,20.0,log2,2,5,200,0.685785536159601,1.1102739829802886,0.057725060964003205
balanced,20.0,log2,2,5,300,0.6907730673316709,1.59924231399782,0.07617406209465116
balanced,20.0,log2,2,5,500,0.7231920199501247,2.6413643120322376,0.10244233801495284
balanced,20.0,log2,2,5,800,0.7231920199501247,4.322235066909343,0.14249196904711425
balanced,20.0,log2,2,10,200,0.7107231920199502,1.0607784430030733,0.05774656392168254
balanced,20.0,log2,2,10,300,0.7082294264339152,1.5567151290597394,0.07787611405365169
balanced,20.0,log2,2,10,500,0.7057356608478803,2.597777641029097,0.10835984791629016
balanced,20.0,log2,2,10,800,0.7032418952618454,4.13615185895469,0.16263325896579772
balanced,20.0,log2,4,2,200,0.6783042394014963,1.0015520099550486,0.04763783095404506
balanced,20.0,log2,4,2,300,0.7107231920199502,1.506956244003959,0.0788322240114212
balanced,20.0,log2,4,2,500,0.7082294264339152,2.4751490510534495,0.10807285702321678
balanced,20.0,log2,4,2,800,0.7107231920199502,3.982879302930087,0.15409818501211703
balanced,20.0,log2,4,5,200,0.6783042394014963,1.0694379330379888,0.05654418491758406
balanced,20.0,log2,4,5,300,0.7107231920199502,1.5074951760470867,0.07691632106434554
balanced,20.0,log2,4,5,500,0.7082294264339152,2.492115636006929,0.10784108401276171
balanced,20.0,log2,4,5,800,0.7107231920199502,3.978257560986094,0.1619626439642161
balanced,20.0,log2,4,10,200,0.6982543640897756,1.0225775259314105,0.05826296494342387
balanced,20.0,log2,4,10,300,0.7107231920199502,1.4897646539611742,0.07839966902974993
balanced,20.0,log2,4,10,500,0.7082294264339152,2.4716989169828594,0.11023527092766017
balanced,20.0,log2,4,10,800,0.7281795511221946,3.92803971900139,0.17312588600907475
balanced,40.0,sqrt,1,2,200,0.7281795511221946,6.144383756909519,0.04660006600897759
balanced,40.0,sqrt,1,2,300,0.7356608478802993,9.110532825114205,0.0674238910432905
balanced,40.0,sqrt,1,2,500,0.7206982543640897,15.094469889067113,0.10972149099688977
balanced,40.0,sqrt,1,2,800,0.7256857855361596,24.366298618959263,0.15038956492207944
balanced,40.0,sqrt,1,5,200,0.7206982543640897,6.002974751056172,0.05808927700854838
balanced,40.0,sqrt,1,5,300,0.7331670822942643,9.23479816399049,0.07033102097921073
balanced,40.0,sqrt,1,5,500,0.7356608478802993,14.86147687502671,0.1098217599792406
balanced,40.0,sqrt,1,5,800,0.7356608478802993,23.790436331997626,0.15240997297223657
balanced,40.0,sqrt,1,10,200,0.71571072319202,5.8368791120592505,0.056336335954256356
balanced,40.0,sqrt,1,10,300,0.71571072319202,8.620558246038854,0.06867941201198846
balanced,40.0,sqrt,1,10,500,0.7256857855361596,14.270749735995196,0.08995056909043342
balanced,40.0,sqrt,1,10,800,0.71571072319202,22.94455525802914,0.16311953810509294
balanced,40.0,sqrt,2,2,200,0.7356608478802993,5.904791329987347,0.058812387054786086
balanced,40.0,sqrt,2,2,300,0.7406483790523691,8.822795742074959,0.0680278679355979
balanced,40.0,sqrt,2,2,500,0.7356608478802993,14.592449203017168,0.11154218600131571
balanced,40.0,sqrt,2,2,800,0.7381546134663342,23.32652196707204,0.16087878390680999
balanced,40.0,sqrt,2,5,200,0.7256857855361596,5.823477739002556,0.05807638505939394
balanced,40.0,sqrt,2,5,300,0.7281795511221946,8.764462943887338,0.07165194395929575
balanced,40.0,sqrt,2,5,500,0.743142144638404,14.504857446067035,0.10812470805831254
balanced,40.0,sqrt,2,5,800,0.7406483790523691,23.336514802998863,0.15678020706400275
balanced,40.0,sqrt,2,10,200,0.7007481296758105,5.743929647025652,0.05883063992951065
balanced,40.0,sqrt,2,10,300,0.7256857855361596,8.913904897985049,0.08023473399225622
balanced,40.0,sqrt,2,10,500,0.743142144638404,14.14569701300934,0.10995247506070882
balanced,40.0,sqrt,2,10,800,0.7331670822942643,22.571254311013035,0.16236471093725413
balanced,40.0,sqrt,4,2,200,0.7182044887780549,5.414179824991152,0.0575101210270077
balanced,40.0,sqrt,4,2,300,0.7206982543640897,8.037856940063648,0.07924728991929442
balanced,40.0,sqrt,4,2,500,0.7206982543640897,13.325788195012137,0.10947382298763841
balanced,40.0,sqrt,4,2,800,0.7281795511221946,21.448116624029353,0.15302341093774885
balanced,40.0,sqrt,4,5,200,0.7182044887780549,5.4249236029572785,0.057450513006187975
balanced,40.0,sqrt,4,5,300,0.7206982543640897,8.067342041060328,0.08026280894409865
balanced,40.0,sqrt,4,5,500,0.7206982543640897,13.464830283075571,0.10842253000009805
balanced,40.0,sqrt,4,5,800,0.7281795511221946,21.520843568025157,0.16487326205242425
balanced,40.0,sqrt,4,10,200,0.7057356608478803,5.361812418093905,0.056786803994327784
balanced,40.0,sqrt,4,10,300,0.7107231920199502,7.966147109982558,0.06979377695824951
balanced,40.0,sqrt,4,10,500,0.71571072319202,13.42207781993784,0.11022606899496168
balanced,40.0,sqrt,4,10,800,0.7082294264339152,21.32305410504341,0.15980303101241589
balanced,40.0,log2,1,2,200,0.6907730673316709,1.1884507780196145,0.05612288194242865
balanced,40.0,log2,1,2,300,0.685785536159601,1.7802994780940935,0.0769905160414055
balanced,40.0,log2,1,2,500,0.7057356608478803,2.9700777520192787,0.10949311801232398
balanced,40.0,log2,1,2,800,0.7007481296758105,4.807403697050177,0.14265808707568794
