class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,validation_position_accuracy,fit_seconds,predict_seconds
balanced,40.0,log2,2,2,300,0.8226299694189603,1.692757764016278,0.08632012293674052
balanced,40.0,log2,2,2,500,0.8195718654434251,2.7981501459144056,0.11791866994462907
balanced,40.0,log2,2,2,800,0.8134556574923547,4.398247335921042,0.17092213104479015
balanced,40.0,log2,2,5,200,0.7920489296636085,1.1435373070416972,0.0667880600085482
balanced,40.0,log2,2,5,300,0.8073394495412844,1.6919524549739435,0.07889744499698281
balanced,40.0,log2,2,5,500,0.8256880733944955,2.78788414306473,0.11719316197559237
balanced,40.0,log2,2,5,800,0.8226299694189603,4.366480088909157,0.1597140539670363
balanced,40.0,log2,2,10,200,0.7859327217125383,1.097986271022819,0.06437527399975806
balanced,40.0,log2,2,10,300,0.8042813455657493,1.670306145097129,0.08751293504610658
balanced,40.0,log2,2,10,500,0.8165137614678899,2.723480266984552,0.11774900800082833
balanced,40.0,log2,2,10,800,0.8195718654434251,4.213554882095195,0.17421329102944583
balanced,40.0,log2,4,2,200,0.7981651376146789,1.0421833209693432,0.06727034295909107
balanced,40.0,log2,4,2,300,0.8165137614678899,1.5661471450002864,0.08860168396495283
balanced,40.0,log2,4,2,500,0.8134556574923547,2.4872335370164365,0.109732058015652
balanced,40.0,log2,4,2,800,0.8103975535168195,3.9500970020890236,0.1606016909936443
balanced,40.0,log2,4,5,200,0.7981651376146789,0.998257122002542,0.06956818304024637
balanced,40.0,log2,4,5,300,0.8165137614678899,1.5420831739902496,0.07815748802386224
balanced,40.0,log2,4,5,500,0.8134556574923547,2.5199482219759375,0.1199398790486157
balanced,40.0,log2,4,5,800,0.8103975535168195,3.964045681990683,0.1681854670168832
balanced,40.0,log2,4,10,200,0.7981651376146789,1.0268093909835443,0.06831394298933446
balanced,40.0,log2,4,10,300,0.8134556574923547,1.499308128026314,0.0887805549427867
balanced,40.0,log2,4,10,500,0.8195718654434251,2.510198167990893,0.11726145003922284
balanced,40.0,log2,4,10,800,0.8226299694189603,3.936708400025964,0.16820077190641314
,,sqrt,1,2,200,0.7828746177370031,7.859961373033002,0.06496752402745187
,,sqrt,1,2,300,0.7981651376146789,11.66671125695575,0.08861062291543931
,,sqrt,1,2,500,0.8134556574923547,19.33197898301296,0.11955540592316538
,,sqrt,1,2,800,0.8165137614678899,30.9252552150283,0.17113117291592062
,,sqrt,1,5,200,0.8134556574923547,7.629913337063044,0.06576958601363003
,,sqrt,1,5,300,0.8012232415902141,11.364127543056384,0.08847178996074945
,,sqrt,1,5,500,0.8042813455657493,18.737039353,0.11937171593308449
,,sqrt,1,5,800,0.8256880733944955,30.250435196096078,0.13973654306028038
,,sqrt,1,10,200,0.7889908256880734,7.393430063966662,0.06811470596585423
,,sqrt,1,10,300,0.7920489296636085,11.074042308027856,0.08532052009832114
,,sqrt,1,10,500,0.8012232415902141,18.343712399015203,0.1199255760293454
,,sqrt,1,10,800,0.8073394495412844,29.118308198987506,0.18082540901377797
,,sqrt,2,2,200,0.8134556574923547,7.389719899976626,0.06517627707216889
,,sqrt,2,2,300,0.8318042813455657,11.248271610937081,0.07661777397152036
,,sqrt,2,2,500,0.8287461773700305,18.32970253296662,0.10868306597694755
,,sqrt,2,2,800,0.8226299694189603,29.410360381007195,0.17403889494016767
,,sqrt,2,5,200,0.8012232415902141,7.511081806966104,0.06529884203337133
,,sqrt,2,5,300,0.8165137614678899,11.707142378087156,0.09064162208233029
,,sqrt,2,5,500,0.8134556574923547,18.290227091987617,0.10803511610720307
,,sqrt,2,5,800,0.8256880733944955,29.800676248036325,0.1816207430092618
,,sqrt,2,10,200,0.7920489296636085,7.346066845930181,0.06532545096706599
,,sqrt,2,10,300,0.8073394495412844,10.91104221297428,0.08967041003052145
,,sqrt,2,10,500,0.8073394495412844,17.843441463075578,0.11886420601513237
,,sqrt,2,10,800,0.8134556574923547,28.71088603103999,0.18151060701347888
,,sqrt,4,2,200,0.7859327217125383,6.800966402050108,0.06881751993205398
,,sqrt,4,2,300,0.7951070336391437,10.324580425978638,0.08829138695728034
,,sqrt,4,2,500,0.8103975535168195,16.91606185398996,0.119967709062621
,,sqrt,4,2,800,0.8073394495412844,26.98435179097578,0.16099984699394554
,,sqrt,4,5,200,0.7859327217125383,6.779985127039254,0.06929251400288194
,,sqrt,4,5,300,0.7951070336391437,10.239747056970373,0.08747397107072175
